 9.05000  0.10000  6.38917  0.38242  0.38057 
11.84000  0.09000  8.22789  0.33559  0.75077 
11.27000  0.09000  9.16732  0.33099  0.86629 
10.65000  0.09000  8.77085  0.32292  1.06328 
11.50000  0.09000  8.94498  0.48007  0.29564 
11.74000  0.09000  9.66745  0.33385  1.05467 
11.33000  0.09000  9.58771  0.33398  0.73645 
10.26000  0.09000  7.16137  0.47812  0.00000 
11.06000  0.09000  7.03342  0.30900  1.33445 
11.61000  0.09000  9.57054  0.30740  0.86297 
10.50000  0.09000  8.25042  0.40279  0.28194 
10.91000  0.09000  8.61909  0.35218  0.60206 
11.26000  0.09000  8.13672  0.36707  0.46462 
11.01000  0.09000  8.66745  0.34496  0.67182 
11.77000  0.09000  9.95856  0.35298  0.50986 
11.65000  0.09000  8.72346  0.34287  0.69003 
10.85000  0.09000  8.99034  0.36339  0.50179 
11.62000  0.09000  8.96614  0.32278  1.02662 
11.51000  0.09000  7.11394  1.26080  0.00000 
10.88000  0.09000  7.84261  0.34066  0.71550 
11.84000  0.09000  9.40483  0.34798  1.40483 
10.85000  0.09000  7.95424  0.39794  0.30103 
11.72000  0.09000  9.78888  0.31424  1.22067 
10.04000  0.09000  7.15836  0.37439  0.44236 
 9.64000  0.10000  8.77815  0.39794  0.47712 
11.64000  0.09000  9.67394  0.34642  0.65275 
10.97000  0.09000  8.30535  0.35266  0.60638 
11.16000  0.09000  9.23300  0.31355  0.95424 
12.09000  0.09000 10.30103  0.45179  0.12205 
11.28000  0.09000  8.93197  0.39946  0.28069 
11.05000  0.09000  7.75511  0.33901  0.73808 
11.65000  0.09000  9.67669  0.33950  0.38889 
11.60000  0.09000  9.56703  0.30688  0.54999 
11.00000  0.09000  8.43616  0.35201  0.53854 
10.57000  0.09000  8.68753  0.36439  0.50284 
11.69000  0.09000  9.57287  0.39280  0.51217 
11.88000  0.09000  8.78817  0.36777  0.47641 
11.25000  0.09000  9.32222  0.36173  1.32222 
11.61000  0.10000  8.59770  0.43088  0.40457 
11.65000  0.09000  9.36173  0.39794  1.32034 
11.75000  0.09000  9.12710  0.37669  0.51432 
11.60000  0.09000  9.39445  0.34115  1.11570 
11.81000  0.10000  9.57287  0.32476  0.85687 
11.78000  0.09000  9.11394  0.33321  0.83519 
10.35000  0.09000  8.15534  0.42101  0.66397 
10.42000  0.09000  7.81291  0.37742  0.63682 
11.26000  0.09000  8.93802  0.32396  1.27526 
10.98000  0.09000  8.21748  0.38890  0.35416 
10.53000  0.09000  7.61595  0.32307  0.99270 
10.64000  0.09000  7.85003  0.31104  1.34488 
11.00000  0.09000 10.23045  0.33775  0.75333 
 9.71000  0.09000  7.16137  0.32999  0.10446 
10.92000  0.09000  8.95279  0.31461  0.51031 
10.69000  0.09000  8.37840  0.32489  0.49758 
11.26000  0.09000  8.51720  0.38752  0.75377 
10.67000  0.09000  8.92686  0.31866  1.10731 
10.67000  0.09000  8.35603  0.38827  0.43175 
10.33000  0.09000  8.25527  0.36798  0.71120 
 9.86000  0.09000  7.57749  0.30332  1.97543 
10.31000  0.09000  8.65610  0.41246  0.48584 
11.02000  0.09000  8.65418  0.36369  0.64134 
10.38000  0.09000  7.94498  0.35844  0.55937 
11.47000  0.09000  8.82282  0.31390  1.21004 
10.20000  0.09000  7.88480  0.39556  0.37425 
 9.56000  0.09000  6.95424  0.41311  0.22185 
10.09000  0.10000  6.63347  0.31884  1.07717 
 9.63000  0.14000  6.05690  0.33755  0.75587 
10.92000  0.10000  6.92376  0.31227  1.28031 
 9.84000  0.10000  7.87795  0.47133  0.31447 
10.08000  0.09000  6.93500  0.31248  1.27225 
 9.41000  0.10000  7.64738  0.37956  0.38731 
 9.78000  0.09000  7.60959  0.32186  0.89359 
 9.99000  0.09000  7.32222  0.36709  0.27300 
10.26000  0.09000  6.88423  0.34237  0.69954 
10.34000  0.09000  7.03342  0.38982  0.34323 
10.48000  0.09000  7.19590  0.41900  0.20026 
10.11000  0.09000  6.77379  0.33070  0.85471 
10.50000  0.09000  6.94448  0.59081  0.00000 
 9.41000  0.10000  6.86392  0.30605  1.60864 
10.13000  0.10000  6.83059  0.34839  0.63746 
10.14000  0.09000  6.19312  0.35218  0.60206 
 9.35000  0.12000  6.13033  0.39858  0.44909 
10.36000  0.09000  7.48855  0.30384  1.88649 
 9.94000  0.09000  7.00432  0.30531  2.00432 
10.02000  0.10000  7.74115  0.34946  0.76343 
10.12000  0.09000  6.69984  0.33076  0.00000 
10.39000  0.09000  6.98453  0.33458  0.79420 
